,6.1175,3.0175,2.9889,3.0237,3.0138,3.0475,3.0189,3.0537,3.0338
2005-01-04,6.1075,3.0139,3.0115,3.1042,3.0927,3.0339,3.0235,3.1077,3.1052
2005-01-05,6.2406,3.0925,3.0866,3.1367,3.09,3.105,3.0905,3.1402,3.105
2005-01-06,6.2318,3.0905,3.0885,3.1319,3.1078,3.1055,3.1035,3.1354,3.1203
2005-01-07,6.2615,3.1078,3.0806,3.1409,3.1232,3.1203,3.0841,3.1621,3.1342
2005-01-10,6.2714,3.1232,3.0938,3.1329,3.0946,3.1342,3.1007,3.1397,3.1071
2005-01-11,6.2603,3.0944,3.0807,3.0988,3.087,3.1069,3.0842,3.1091,3.0995
2005-01-12,6.2486,3.0867,3.0548,3.1083,3.0604,3.0992,3.0583,3.1118,3.0729
2005-01-13,6.1797,3.0602,3.0577,3.0919,3.0849,3.0727,3.0612,3.0995,3.0974
2005-01-14,6.2366,3.0849,3.08,3.1225,3.0905,3.0974,3.0954,3.1356,3.1205
2005-01-17,6.2449,3.0905,3.0897,3.1163,3.106,3.1205,3.0992,3.1258,3.1185
2005-01-18,6.2851,3.1062,3.1059,3.1509,3.137,3.1187,3.1173,3.1557,3.152
2005-01-19,6.2643,3.137,3.1107,3.1463,3.1276,3.152,3.1142,3.156,3.1526
2005-01-20,6.2815,3.1276,3.1222,3.1976,3.1584,3.1526,3.1383,3.2011,3.1709
2005-01-21,6.3258,3.1584,3.0994,3.1619,3.1134,3.1709,3.1248,3.1711,3.1384
2005-01-24,6.2873,3.1135,3.104,3.12,3.1159,3.1385,3.1087,3.1434,3.1284
2005-01-25,6.3009,3.1159,3.106,3.1479,3.1348,3.1284,3.1095,3.1524,3.1473
2005-01-26,6.3283,3.1348,3.0964,3.1413,3.0999,3.1473,3.103,3.1509,3.1249
2005-01-27,6.3088,3.0998,3.0929,3.1204,3.1101,3.1248,3.0964,3.1258,3.1226
2005-01-28,6.3285,3.1102,3.0781,3.125,3.1074,3.1227,3.0957,3.1385,3.1199
2005-01-31,6.3367,3.1071,3.1017,3.1318,3.1067,3.1196,3.1059,3.1353,3.1192
2005-02-01,6.3542,3.1066,3.0978,3.1169,3.0985,3.1191,3.1055,3.1225,3.111
2005-02-02,6.3256,3.0987,3.0745,3.1129,3.0779,3.1112,3.0815,3.1164,3.0904
2005-02-03,6.3374,3.0779,3.0533,3.0895,3.0586,3.0904,3.0568,3.0953,3.0736
2005-02-04,6.3899,3.0586,3.0491,3.0877,3.0871,3.0736,3.0541,3.1155,3.0981
2005-02-07,6.4584,3.0874,3.0737,3.1043,3.0964,3.0984,3.0781,3.1168,3.1089
2005-02-08,6.5476,3.0965,3.0933,3.1384,3.1241,3.109,3.1007,3.1419,3.1366
2005-02-09,6.5673,3.1243,3.1127,3.1535,3.1171,3.1368,3.1207,3.157,3.1296
2005-02-10,6.5407,3.1171,3.102,3.1426,3.1085,3.1296,3.1089,3.1461,3.1235
2005-02-11,6.5433,3.1085,3.0869,3.1381,3.0957,3.1235,3.1059,3.1443,3.1067
2005-02-14,6.5261,3.0957,3.0771,3.1072,3.0847,3.1067,3.0854,3.1182,3.0972
2005-02-15,6.4789,3.0849,3.0435,3.0856,3.0474,3.0974,3.0491,3.0981,3.0599
2005-02-16,6.4243,3.0473,3.0384,3.0874,3.0507,3.0598,3.0469,3.0909,3.0657
2005-02-17,6.4047,3.0506,3.0437,3.0702,3.0484,3.0656,3.0532,3.0737,3.0609
2005-02-18,6.3608,3.0484,3.0258,3.0665,3.049,3.0609,3.0473,3.081,3.06
2005-02-21,6.3445,3.049,3.0266,3.0563,3.0272,3.06,3.0391,3.0611,3.0397
2005-02-22,6.286,3.027,2.9777,3.0279,2.9835,3.0395,2.9902,3.0404,2.996
2005-02-23,6.2406,2.9836,2.966,2.998,2.9674,2.9961,2.9742,3.0015,2.9799
2005-02-24,6.225,2.9676,2.9639,2.9947,2.9769,2.9801,2.9674,2.9982,2.9919
2005-02-25,6.2386,2.977,2.9259,2.9847,2.9462,2.992,2.955,2.9953,2.9572
2005-02-28,6.2186,2.9465,2.9302,2.9693,2.9431,2.9575,2.9353,2.9803,2.9556
2005-03-01,6.2306,2.943,2.928,2.9712,2.9648,2.9555,2.9315,2.9847,2.9798
2005-03-02,6.222,2.965,2.9647,3.0064,2.9935,2.98,2.9744,3.0165,3.006
2005-03-03,6.2439,2.9935,2.9646,3.0068,2.9943,3.006,2.9681,3.0147,3.0068
2005-03-04,6.2679,2.9941,2.9182,3.0088,2.9462,3.0066,2.9453,3.0198,2.9572
2005-03-07,6.2263,2.9462,2.9286,2.9495,2.9332,2.9572,2.9326,2.9576,2.9457
2005-03-08,6.1956,2.9333,2.9062,2.9429,2.9093,2.9458,2.9098,2.9496,2.9218
2005-03-09,6.1318,2.9095,2.9006,2.9382,2.9031,2.922,2.9044,2.9417,2.9156
2005-03-10,6.1012,2.9029,2.9007,2.9741,2.9553,2.9154,2.9118,2.9781,2.9678
2005-03-11,6.0853,2.955,2.9091,2.9655,2.9291,2.9675,2.9222,2.9739,2.9401
2005-03-14,6.0666,2.9294,2.9291,3.0067,2.992,2.9404,2.9401,3.0131,3.0045
2005-03-15,6.1112,2.992,2.9843,3.0455,3.0424,3.0045,2.9883,3.0543,3.0524
2005-03-16,6.1387,3.0424,3.0199,3.0661,3.0414,3.0524,3.0234,3.0701,3.0564
2005-03-17,6.0856,3.0414,3.0361,3.0955,3.043,3.0564,3.0444,3.0995,3.0605
2005-03-18,6.0864,3.043,3.0063,3.0639,3.0397,3.0605,3.03,3.0688,3.0507
2005-03-21,6.1327,3.0395,3.0345,3.1316,3.0774,3.0505,3.0455,3.1356,3.0899
2005-03-22,6.1997,3.0772,3.0682,3.1436,3.1301,3.0897,3.0732,3.1561,3.1426
2005-03-23,6.246,3.1299,3.1294,3.198,3.1872,3.1424,3.1419,3.203,3.1922
2005-03-24,6.3074,3.1869,3.158,3.1959,3.1778,3.1919,3.163,3.2009,3.1903
2005-03-25,6.3346,3.1775,3.1596,3.1877,3.1865,3.19,3.1764,3.216,3.1965
2005-03-28,6.3519,3.1864,3.1819,3.2502,3.2264,3.1964,3.1919,3.2652,3.2414
2005-03-29,6.3456,3.2264,3.1912,3.2277,3.1971,3.2414,3.1962,3.2427,3.2121
2005-03-30,6.3352,3.1968,3.1542,3.1986,3.1669,3.2118,3.1633,3.2136,3.1819
2005-03-31,6.3338,3.1667,3.1325,3.1683,3.151,3.1817,3.14,3.1833,3.1635
2005-04-01,6.3364,3.1512,3.1071,3.1847,3.1743,3.1637,3.1171,3.2106,3.1893
2005-04-04,6.3482,3.1745,3.1738,3.2002,3.1958,3.1895,3.1863,3.2119,3.2108
2005-04-05,6.3799,3.1958,3.182,3.23,3.1998,3.2108,3.187,3.235,3.2148
2005-04-06,6.3377,3.1999,3.1784,3.2128,3.1902,3.2149,3.1834,3.2178,3.2027
2005-04-07,6.3399,3.1905,3.1618,3.1915,3.19,3.203,3.1678,3.204,3.2025
2005-04-08,6.3678,3.19,3.1494,3.2119,3.1704,3.2025,3.1784,3.2169,3.1814
