,5.5303,5.4779,5.5337,5.5106,5.5333,5.4799,5.5367,5.5136
2005-01-04,5.5106,5.507,5.6101,5.602,5.5136,5.51,5.6131,5.605
2005-01-05,5.602,5.5906,5.6282,5.609,5.605,5.5926,5.6302,5.612
2005-01-06,5.609,5.6043,5.6538,5.6359,5.612,5.6073,5.6558,5.6389
2005-01-07,5.6359,5.6133,5.7107,5.6866,5.6389,5.6153,5.7137,5.6896
2005-01-10,5.6866,5.6623,5.6959,5.6636,5.6896,5.6653,5.6979,5.6666
2005-01-11,5.6636,5.6468,5.6775,5.6713,5.6666,5.6488,5.6795,5.6743
2005-01-12,5.6713,5.5953,5.6847,5.6109,5.6743,5.5973,5.6867,5.6139
2005-01-13,5.6113,5.6062,5.6761,5.6701,5.6143,5.6082,5.6796,5.6736
2005-01-14,5.6701,5.6616,5.6964,5.672,5.6736,5.6636,5.6984,5.675
2005-01-17,5.672,5.6657,5.7183,5.7068,5.675,5.6677,5.7203,5.7098
2005-01-18,5.7068,5.689,5.7242,5.7098,5.7098,5.691,5.7262,5.7128
2005-01-19,5.7098,5.6698,5.7382,5.718,5.7128,5.6718,5.7402,5.721
2005-01-20,5.718,5.7112,5.7576,5.7418,5.721,5.7142,5.7596,5.7448
2005-01-21,5.7418,5.6933,5.7468,5.7036,5.7448,5.6953,5.7498,5.7066
2005-01-24,5.7036,5.68,5.72,5.7133,5.7066,5.682,5.723,5.7163
2005-01-25,5.7133,5.6904,5.7485,5.7289,5.7163,5.6924,5.7505,5.7319
2005-01-26,5.7289,5.6755,5.736,5.6891,5.7319,5.6785,5.739,5.6921
2005-01-27,5.6891,5.6689,5.7179,5.711,5.6921,5.6719,5.7199,5.714
2005-01-28,5.711,5.688,5.7298,5.7112,5.714,5.69,5.7318,5.7142
2005-01-31,5.7112,5.6966,5.7334,5.7002,5.7142,5.6996,5.7364,5.7032
2005-02-01,5.7002,5.6842,5.722,5.6885,5.7032,5.6862,5.724,5.6905
2005-02-02,5.6885,5.682,5.7196,5.7147,5.6905,5.684,5.7226,5.7177
2005-02-03,5.7147,5.7083,5.7501,5.7372,5.7177,5.7103,5.7531,5.7402
2005-02-04,5.7372,5.7058,5.8014,5.8009,5.7402,5.7063,5.8046,5.8039
2005-02-07,5.8009,5.7853,5.8434,5.8306,5.8039,5.7873,5.8464,5.8336
2005-02-08,5.8306,5.814,5.8429,5.8321,5.8336,5.817,5.8449,5.8351
2005-02-09,5.8321,5.8016,5.8398,5.8057,5.8351,5.8046,5.8418,5.8087
2005-02-10,5.8057,5.7651,5.8405,5.7775,5.8087,5.7681,5.8408,5.7805
2005-02-11,5.7775,5.7444,5.7915,5.7528,5.7805,5.7474,5.7935,5.7558
2005-02-14,5.7533,5.7289,5.7564,5.7438,5.7563,5.7314,5.7594,5.7468
2005-02-15,5.7438,5.7021,5.7443,5.715,5.7468,5.7051,5.7473,5.7185
2005-02-16,5.715,5.6966,5.7412,5.7052,5.7185,5.6996,5.7442,5.7082
2005-02-17,5.7052,5.6857,5.7183,5.6934,5.7082,5.6887,5.7213,5.6964
2005-02-18,5.6934,5.6888,5.7168,5.7021,5.6964,5.6918,5.7198,5.7051
2005-02-21,5.7021,5.6541,5.7034,5.6588,5.7051,5.6576,5.7064,5.6623
2005-02-22,5.6588,5.606,5.6596,5.62,5.6623,5.609,5.6631,5.623
2005-02-23,5.62,5.6168,5.6422,5.6212,5.623,5.6198,5.6452,5.6242
2005-02-24,5.6216,5.6066,5.6461,5.6347,5.6246,5.6096,5.6491,5.6377
2005-02-25,5.6347,5.6032,5.6596,5.6103,5.6377,5.6062,5.6626,5.6133
2005-02-28,5.6108,5.6038,5.6499,5.6396,5.6138,5.6068,5.6529,5.6426
2005-03-01,5.6396,5.627,5.6582,5.6496,5.6426,5.6274,5.6612,5.6526
2005-03-02,5.6496,5.6479,5.6856,5.6655,5.6526,5.6509,5.6886,5.6685
2005-03-03,5.6655,5.6536,5.6821,5.6784,5.6685,5.6561,5.6846,5.6814
2005-03-04,5.6784,5.6166,5.6843,5.6242,5.6814,5.6168,5.6883,5.6272
2005-03-07,5.6242,5.6212,5.6466,5.6278,5.6272,5.6242,5.6491,5.6308
2005-03-08,5.6278,5.5712,5.6313,5.5773,5.6308,5.5742,5.6343,5.5803
2005-03-09,5.5773,5.5337,5.5841,5.5421,5.5803,5.5367,5.5871,5.5451
2005-03-10,5.5421,5.5333,5.5563,5.5449,5.5451,5.5363,5.5588,5.5474
2005-03-11,5.5449,5.5226,5.5582,5.5342,5.5474,5.5251,5.5607,5.5372
2005-03-14,5.5342,5.5334,5.5832,5.5698,5.5372,5.5364,5.5862,5.5728
2005-03-15,5.5698,5.552,5.6016,5.5923,5.5728,5.555,5.6046,5.5953
2005-03-16,5.5923,5.5407,5.5936,5.5567,5.5953,5.5432,5.5966,5.5602
2005-03-17,5.5567,5.549,5.58,5.5682,5.5602,5.5525,5.5825,5.5717
2005-03-18,5.5682,5.5682,5.6197,5.6171,5.5717,5.5717,5.6227,5.6201
2005-03-21,5.6171,5.6089,5.6657,5.6565,5.6201,5.6119,5.6687,5.6595
